Kodekec;pengeluaran_perkapita;PT_N;JumlahPondok;JumlahMontir;JumlahBAsing;JumlahPoskesdes;R1206EK2;var;ntl.18;ntl.19;ntl.20;ntl.21;lst_mean;lst_median;lst.celcius;ycap.1;ycap.2;ycap.3b;ycap.4b;ycap.6b
3211050;1078631,137;0;39;6;3;22;17;20067864668;1,01831423;1,108072498;1,217608698;1,229525749;14997,45561;15014,08414;27,132;1035946,902;1006810,169;1004195,787;993885,868;992140,4007
3211060;952026,0006;1;46;1;3;24;35;14245609417;3,188644908;3,664321502;3,793892743;4,017260177;15217,97762;15185,12739;30,553;980854,4863;952640,9149;957275,8187;953317,7852;959030,0055
3211061;736395,3016;0;21;0;1;13;3;6521336457;0,831806318;0,842125863;1,005689035;1,082392395;15104,46909;15106;28,970;749083,3934;747162,0202;746834,4698;746533,0181;744788,2367
3211070;569638,2759;0;18;0;0;23;4;3921490147;0,71653688;0,718407729;0,848827953;0,932203134;15123,39121;15154,74364;29,945;580506,3233;588628,5854;588129,0639;589827,5009;584101,753
3211071;743423,2169;0;35;0;0;8;1;6621386339;0,588215604;0,580777583;0,672925225;0,725576079;15109,62232;15134;29,530;754163,5553;751855,742;756866,8634;752582,0614;751683,6722
3211090;601861,7897;0;0;0;0;8;0;8112212661;0,475799658;0,453827411;0,559925465;0,614919095;15000,37014;15040,586;27,662;640445,2863;631600,4773;618173,6397;628218,3007;633194,091
3211100;710356,7254;0;18;0;0;16;6;10901257019;0,529344692;0,50294232;0,577381896;0,637886505;15068,25387;15062,89356;28,108;729363,9235;728778,7377;721976,4018;725453,151;720613,7897
3211101;655447,6517;0;44;1;0;10;2;5382504902;0,494031996;0,480781464;0,566570417;0,655142207;15151,28307;15128,66667;29,423;669960,6049;670861,472;671938,4112;671510,707;670569,7473
3211111;619406,031;0;4;0;0;20;1;9673808139;0,559758631;0,547339362;0,523541819;0,555159679;15181,29358;15138,9977;29,630;641873,2183;651719,4818;653460,0641;653399,3529;643942,9191
3211120;748233,928;1;12;0;0;12;0;7375498905;0,720613291;0,717866274;0,721319447;0,74158474;15286,92678;15235,29173;31,556;770651,7392;757822,8582;776336,9008;763205,0417;767261,4811
3211130;845549,6402;0;19;4;1;18;5;10977501231;0,602132003;0,751914038;0,844432743;0,910511355;15361,71359;15345;33,750;845429,5452;839527,554;894260,2058;853984,8524;847125,6748
3211140;878595,1178;0;44;0;0;24;7;24694629304;0,434795894;0,459132662;0,587918883;0,625910651;15186,81259;15184,96802;30,549;821802,5552;853223,2761;904968,956;860874,4745;822344,9116
3211150;989102,2185;0;29;0;0;17;8;12282627863;1,457251178;1,448336132;1,582893627;1,66451285;15180,9813;15171,39607;30,278;956113,3254;962683,3158;985562,0057;964524,2308;949306,4821
3211160;802321,7967;1;29;0;1;18;9;9452498328;1,688272972;1,783863124;1,782586576;1,954547292;15107,78173;15118,28934;29,216;821651,4992;813964,1963;811573,5267;812672,6416;813672,5666
3211161;885973,1516;0;14;0;0;6;1;10850393798;1,414600302;1,478966499;1,698131839;1,847949918;15175,30104;15154,49635;29,940;889105,9054;880744,2374;892687,6797;881691,3629;881468,9009
3211170;727028,7108;0;41;0;0;13;3;5211534975;0,611313961;0,624295686;0,731781473;0,806921348;15119,83934;15117,5;29,200;732659,5094;735581,7664;737250,1448;735622,7787;731926,9439
3211171;1030881,182;0;29;0;0;7;2;1,45348E+11;0,501245459;0,487264795;0,581886279;0,636126381;15111,17217;15110,94375;29,069;916471,4568;862955,4415;926742,9586;860112,0742;859673,8434
3211180;589614,6434;0;16;0;0;9;1;7811310981;0,412611008;0,419057271;0,496431783;0,554579636;15169,24806;15176,58333;30,382;624283,6799;619643,0053;625919,6428;623109,9677;624749,7101
3211181;448478,9663;0;1;0;0;16;0;1825041917;0,389667956;0,399513905;0,569976055;0,699229307;15177,68298;15168,86453;30,227;460155,2935;461497,8555;460727,4834;462436,2817;461990,3716
3212010;698634,4974;0;40;0;1;0;10;2964749403;1,484011397;1,627527844;1,779656427;2,026005198;15327,73891;15288,44588;32,619;714918,7386;708168,2362;715529,2025;711382,1646;715241,7442
3212011;640827,5511;0;27;0;0;1;1;3435044266;0,765363697;0,84133593;0,894202041;1,049473517;15357,83206;15335,66865;33,563;658172,1163;653017,2934;665959,1145;658195,8991;660950,1392
3212020;752690,5569;0;31;0;0;6;1;4795316511;0,670775386;0,718559405;0,814701568;0,941930149;15390,87666;15386,91598;34,588;762339,3383;758575,5154;785055,0423;767095,5353;766334,367
3212030;888876,5325;0;26;8;2;14;6;4297371450;0,967542626;1,023490634;1,136430654;1,271320406;15291,69457;15280,5;32,460;892189,774;884285,571;901916,7024;888561,513;890284,2774
3212040;934023,0963;0;19;0;0;2;0;6897968435;0,624924323;0,662873011;0,703530157;0,97834273;15420,95825;15431;35,470;933801,5764;918935,3598;969605,9145;932259,5666;933183,0563
3212041;912170,2424;0;37;0;0;2;5;11635531885;0,777540483;0,874839737;0,920685954;1,015419515;15391,53903;15388,47366;34,619;916346,8364;894673,1051;963217,1375;912338,2095;914611,3325
3212050;695058,6117;0;21;3;0;2;4;6332564661;1,08024436;1,208119314;1,238068272;1,365874169;15254,06544;15218,52386;31,220;724243,237;711986,1084;721695,9329;715858,5253;723438,4885
3212060;976854,938;0;12;0;1;2;0;8383208308;0,853345784;0,992584531;1,029261619;1,155527229;15250,56002;15209;31,030;976139,8288;954467,4005;981275,1411;958366,5388;963077,3342
3212061;1010007,723;0;17;0;0;7;6;4610974212;1,04969386;1,208727946;1,160353874;1,240541429;15325,48286;15261,2508;32,075;1003524,628;994829,4277;1015193,79;998548,8985;997850,089
3212070;831876,719;0;22;0;1;2;3;8202472971;2,203298818;3,853141958;2,583657944;2,626652673;15248,06129;15235,58333;31,562;850519,4458;841998,2809;854559,4455;846263,9863;850065,5633
3212080;1345605,268;0;29;3;8;14;3;71162019493;1,355729631;1,509587353;1,611586677;1,786178936;15240,41022;15209;31,030;1168643,906;1051603,247;1186721,926;1063970,982;1078830,814
3212081;1271162,402;0;19;2;1;8;0;14364770577;4,406654949;5,805204263;4,954825798;3,16598655;15278,80513;15253,27224;31,915;1195179,031;1213320,609;1241363,492;1216419,02;1200221,568
3212090;792095,1562;0;43;0;0;3;3;3236838827;1,198611077;1,338469137;1,393464441;1,406351735;15241,00468;15230;31,450;798016,2974;795517,8935;802927,0693;797714,5005;798318,4419
3212100;451137,1087;0;29;0;3;1;11;2377797581;2,84252973;3,617548193;3,671206721;3,63303421;15261,85565;15245;31,750;477492,4698;474150,1333;470434,0694;475861,3201;480654,1325
3212101;996018,0516;0;28;0;2;4;4;15954025190;6,650509336;5,903404354;5,53252552;3,288347743;15256,29103;15215;31,150;991469,3528;1033076,667;1001932,107;1030471,702;1018788,481
3212110;1000798,242;0;27;0;2;5;5;8247413222;1,860531075;2,142748998;1,989037394;2,222028405;15238,87532;15211,23561;31,075;997335,1983;983303,6975;1003100,329;986228,6026;987903,9998
3212120;741914,6518;0;27;0;2;9;6;2986074719;1,454489016;2,069069374;2,4830105;1,839269536;15243,14078;15188,5;30,620;752010,9589;748868,0182;751473,7836;750014,9953;750935,7707
3212130;1347425,612;0;41;1;5;8;8;90061388960;2,019957618;2,750256655;3,160174874;2,512155687;15250,41397;15224,5;31,340;1145563,199;1048927,431;1181182,804;1063198,761;1074863,926
3212140;866879,7647;0;18;0;1;10;2;3806148419;10,05357477;12,87151358;5,883372997;6,098641078;15241,49791;15212,5;31,100;868190,7556;901091,672;874609,1381;898855,7819;889500,8445
3212150;1305470,446;0;66;11;7;10;14;16945072347;3,887374208;4,141127534;4,080830447;4,250361537;15290,25982;15284;32,530;1260273,166;1223530,769;1273498,128;1230638,798;1243293,126
3212160;1032043,59;0;25;0;1;5;4;15773129493;2,039231341;2,048600265;2,03915847;2,18432162;15245,89847;15241,66667;31,683;1012457,024;997214,4329;1038598,645;1004401,909;1002754,91
3212161;834484,6616;0;19;0;0;3;0;9049113676;0,512641797;0,518886314;0,579422713;0,652662417;15208,38314;15208;31,010;846721,3828;830336,4254;854486,701;835199,6242;839055,9544
3212170;928842,8669;1;34;0;3;1;7;7681670954;2,017131465;2,200812709;2,231528923;2,409191479;15234,58805;15224,25;31,335;955877,6826;923549,7592;939559,1407;926964,5729;942547,9589
3212171;672679,3813;0;13;1;2;2;1;6646829336;0,991611786;1,013275393;1,08693588;1,243152018;15212,31786;15197,33333;30,797;709046,3996;692488,9782;699758,648;695747,73;704886,1967
3212180;715137,4029;0;29;0;0;2;5;5920316190;1,431706473;1,46220812;1,632521299;1,942697904;15232,64595;15221;31,270;738098,8154;730988,1707;738962,8106;734440,5138;738473,0271
3212190;652744,4678;0;42;0;3;8;9;4734265503;2,902422605;2,617502308;2,956700112;2,852784021;15224,63066;15210,31461;31,056;677874,0428;678596,6342;674854,4933;680337,2149;682058,896
3212200;1156987,327;0;28;0;0;2;4;10186391383;1,065457066;1,082832438;1,209474105;1,371591088;15201,3522;15192;30,690;1123899,84;1100972,158;1137490,921;1103744,531;1104773,117
3212210;971216,7424;0;41;0;1;6;11;2380519805;1,270984575;1,323866979;1,411848053;1,608630367;15217,14968;15216,5;31,180;970593,776;965450,3598;973093,4122;966679,3434;967163,9691
3212220;2294390,266;0;29;0;0;2;6;5,02389E+11;3,040069594;2,979372033;2,965217172;3,142108218;15224,01414;15229;31,430;1090423,151;1063449,593;1211047,067;1078569,021;1068291,844
3212221;992700,6989;0;28;2;5;3;9;11444907835;2,001060202;1,83367771;1,841983195;2,187581639;15214,9857;15221,33296;31,277;1013951,344;972789,0754;998874,2417;977172,4088;992622,1668
3213010;750440,3637;0;16;1;0;3;4;8953087215;0,828933989;0,882088499;0,937828588;1,002794459;15005,01117;15064,97836;28,150;780273,3011;762342,933;756238,7596;759217,9782;768190,7102
3213011;780037,2475;0;8;0;0;12;0;5380538270;0,610441259;0,632965989;0,692039065;0,739070598;15082,65988;15090;28,650;785611,7299;783461,2867;784213,3213;782433,0241;780626,2309
3213020;923448,0886;0;33;0;0;10;14;6647573533;1,42935342;1,557418795;1,532182522;1,641550641;15129,97133;15124,42719;29,339;923486,9648;915511,482;921004,2977;914758,4342;914227,1013
3213021;991111,9153;0;9;0;0;7;3;10647154350;1,200000687;1,182649571;1,082864473;1,127999563;14999,91609;15023,5;27,320;979336,8094;964636,843;959966,5424;957199,9034;958150,5791
3213030;552479,839;0;38;0;0;10;3;6082669019;0,643830126;0,682113705;0,753251569;0,803388861;14942,03039;14908,99743;25,030;580219,879;582243,5228;553835,7808;574431,3132;575828,4876
3213031;1253185,438;0;32;0;4;12;3;1,40406E+11;1,128413879;1,202162128;1,232530746;1,346174977;15119,61186;15108,9606;29,029;1017185,047;946354,452;1003047,958;938795,3146;935398,6682
3213040;821947,0131;0;38;9;0;9;8;8264903261;0,811456552;0,847197769;0,952799597;1,026044485;15076,81336;15121,44809;29,279;836872,2014;822368,2898;828664,8924;822175,8915;830127,8883
3213050;1039552,421;0;16;1;0;8;11;14352445188;0,870223467;0,914567406;0,969324828;1,044700849;15157,4632;15131,16667;29,473;1023364,507;990622,3386;1017600,881;990202,2078;994416,4064
3213060;1503264,355;0;19;0;0;10;11;54896619170;1,579188452;1,938936764;2,14495171;2,939171134;15295,19257;15284,35447;32,537;1215453,301;1162677,835;1346349,809;1185652,878;1165388,328
3213070;1295573,652;2;18;1;4;0;50;15553182845;3,821859507;4,056766192;4,202651404;4,399997089;15294,50378;15253,5;31,920;1374305,595;1220262,839;1259575,589;1224451,796;1294350,154
3213080;1370529,534;0;20;0;0;12;13;39719917447;1,80395203;1,983625335;1,985065588;1,982840675;15254,35337;15226,66667;31,383;1180929,003;1147209,894;1257971,544;1157202,999;1137740,602
3213081;616689,1611;0;12;3;0;14;5;5323132682;1,271114787;1,265363074;1,377418613;1,483975681;15222,35977;15202,27749;30,896;639038,4158;640104,3881;642967,315;642884,2791;642724,7295
3213090;1281222,732;0;36;0;0;7;8;16285002458;1,809218305;1,968524536;2,007912566;1,839902678;15281,7734;15264,57574;32,142;1195340,915;1178930,768;1249393,708;1187719,569;1176954,903
3213100;1005960,981;0;23;0;0;21;12;11655152746;1,338467483;1,4440417;1,445257072;1,584840863;15305,55788;15289,34027;32,637;970995,2685;976041,5465;1024250,273;985939,1941;967806,9994
3213110;779500,3449;0;25;0;0;3;9;3152025940;1,489309014;1,627106653;1,547616269;1,684823502;15254,32991;15240,5;31,660;790276,421;784604,3261;791211,576;786872,6857;789253,8874
3213120;1189147,714;0;28;0;0;17;9;13744024423;1,524632526;1,590017546;1,681618416;1,755496727;15343,36714;15299,5;32,840;1114886,106;1116363,957;1184028,305;1127500,223;1106517,775
3213130;977126,1193;0;11;0;0;9;2;19512404760;1,013595806;1,089847959;1,150650128;1,208743918;15310,28379;15264,16667;32,133;953020,0265;936109,8069;1003329,002;949023,5202;942090,7849
3213140;983095,1937;0;24;2;2;8;17;7477395085;2,032107642;2,24357232;2,348312718;2,561023582;15323,33347;15304,24663;32,935;991178,6832;970682,388;999555,8194;977639,7836;982491,7706
3213141;999043,418;0;18;0;0;7;5;17316970917;3,126740235;2,863226972;3,718234772;3,622521044;15288,24289;15271,10527;32,272;979330,8447;986331,3545;1020682,732;994968,7323;985320,2185
3213150;685496,4252;0;21;1;0;14;7;3310278069;0,989180734;1,089829222;1,13550659;1,267754906;15351,46005;15336,48596;33,580;695152,1704;695166,997;707904,3858;700038,39;698406,726
3213160;980563,8571;0;19;0;0;7;7;8698315736;0,972019512;1,05610705;1,171717302;1,221694404;15207,39537;15207,71893;31,004;973667,0897;957892,7564;984543,6772;961719,1468;961908,642
3213170;1124466,354;0;22;0;1;5;6;25912582555;1,034634222;1,116853561;1,207595811;1,284678536;15226,67535;15217,75;31,205;1073389,661;1023270,115;1101016,168;1032569,853;1036847,133
3213171;1393533,76;0;20;0;1;4;7;24544104251;1,084510369;1,12468937;1,184582409;1,309439204;15187,33415;15189,00013;30,630;1268150,489;1205377,137;1293600,098;1209578,677;1212379,876
3213180;1144261,535;0;26;3;2;4;20;8304546886;1,470586329;1,547497381;1,511259691;1,706455416;15222,49761;15208,27125;31,015;1141070,279;1102230,043;1131732,768;1105019,091;1116504,701
3213190;1028087,991;0;16;1;2;11;15;13764803435;2,590625867;2,54607492;2,747120463;3,098304388;15231,56015;15245;31,750;1024690,629;1004334,053;1035336,422;1010254,662;1010876,978
3213191;1039227,377;0;4;0;0;6;0;8034071780;1,354964454;1,409467035;1,407861886;1,447345439;15175,10222;15193,5;30,720;1023536,43;1012597,901;1035140,014;1014946,061;1013390,627
3213200;755098,7714;0;13;0;0;2;6;2257602088;2,45144995;1,904186728;2,72673409;3,000555646;15246,56597;15250,46186;31,859;764330,1457;762298,6536;764742,8486;763853,2128;765439,6243
3213201;959808,5736;0;28;0;0;12;7;4127351166;3,177390982;1,655312814;2,262529217;2,191121361;15214,22979;15212,5;31,100;952693,2458;959352,7393;963274,0523;960340,8359;955057,2155
3213210;1519683,739;0;11;0;0;7;1;19089020936;0,848048618;0,808428114;0,811981958;0,844592048;15146,63834;15156,58574;29,982;1359783,955;1321644,263;1401754,573;1321709,849;1310459,24
3213220;1129439,447;0;6;7;2;11;5;4573687922;1,144093662;1,236082536;1,240466618;1,388817661;15172,94181;15183,37957;30,518;1118839,851;1104374,445;1120909,705;1105442,939;1108093,659
3214010;1325453,217;0;40;0;1;1;13;8220253699;3,224568882;4,049626181;3,955613085;3,984024606;15194,41181;15186,42039;30,578;1286795,618;1271239,362;1291759,517;1270725,666;1270875,421
3214020;719039,4274;0;43;0;0;3;5;6246810662;0,622377267;0,662332049;0,706309266;0,750514399;15104,61458;15102;28,890;738915,5626;730089,9664;729952,2699;729519,3019;733746,7811
3214030;862605,9651;0;54;6;0;5;6;12433739384;0,754292585;0,797242156;0,81145452;0,878650083;15119,44034;15101,3189;28,876;872464,557;854142,6574;862085,5319;852367,3492;861176,6441
3214040;815309,0316;0;52;0;1;1;15;5212368863;1,643242044;2,103240552;2,081786846;2,185767109;15225,05142;15207;30,990;833133,086;820721,6313;828542,0448;823004,9401;828689,9637
3214050;669737,1677;0;58;0;0;5;9;3300534067;1,355834875;1,648544865;1,801035408;1,726866022;15155,32026;15136,42277;29,578;682432,8522;681697,692;680007,4262;681916,3479;683054,6991
3214060;914158,6508;0;63;0;1;4;6;8831378137;1,228012116;1,388553673;1,422772119;1,520208955;15105,31306;15117,21611;29,194;912023,4231;903754,5232;910834,9896;902640,9071;903322,375
3214070;656376,15;0;46;1;0;1;4;5632895018;0,683714015;0,719690461;0,783629441;0,908791125;14993,23762;15013;27,110;681707,3211;673427,9798;661306,7947;669722,5687;676211,525
3214080;461981,7991;0;33;0;0;6;8;2903563118;0,858159066;0,882323458;0,982499946;1,102747609;15037,10736;15066,5;28,180;485090,0844;482946,9977;474924,3779;482165,5966;485351,4566
3214081;534082,023;0;13;0;1;3;2;1432474370;0,684069991;0,734519466;0,82418837;0,867862687;15127,38933;15122,06213;29,291;545254,7468;542355,3613;540803,647;542518,4093;544762,972
3214090;1048021,672;0;33;0;1;9;9;10049949983;1,566764168;1,896375071;1,96053277;2,259955552;15257,67728;15242;31,690;1028692,868;1016356,965;1050640,064;1021872,383;1018308,397
3214091;886677,8558;0;17;0;0;4;3;13116305311;0,788049954;0,899921133;0,934558175;1,063932566;15174,06977;15167,37426;30,197;896292,1323;873056,2328;897373,3549;876015,8859;881029,7531
3214100;1552768,21;4;82;0;8;2;51;20672661330;6,487389832;7,747292583;7,940622367;8,639411459;15388,13485;15395,5;34,760;1626110,216;1426438,689;1497899,978;1440033,35;1536396,509
3214101;1516803,073;0;25;0;1;6;16;21260207039;3,465594903;4,025392252;4,071139267;3,985361785;15266,9685;15244,87902;31,748;1379421,109;1348169,559;1418509,076;1352370,19;1344357,621
3214110;2055869,992;0;23;0;0;2;13;58137869338;2,74781066;3,273604553;2,827335569;2,97866288;15289,08572;15270,75;32,265;1524969,806;1437742,033;1642471,6;1451556,484;1441003,144
3214111;873312,1038;0;5;3;0;0;7;4905844411;1,72222859;2,025883868;1,916922289;1,878726906;15256,86075;15221,17384;31,273;888000,6165;873429,2499;883543,5218;875900,8973;883069,5658
3214112;2044896,398;0;21;0;0;3;34;76023770935;5,620694225;6,002003474;5,532480429;5,478389319;15343,57415;15307;32,990;1540301,975;1456662,237;1601602,082;1468377,118;1468719,691
3215010;1219726,307;0;33;0;0;1;4;71939619518;1,24145577;1,512507488;1,427308246;1,529577471;15263,40049;15254,82834;31,947;1065113,48;996381,1459;1155616,638;1019407,736;1025629,057
3215011;998584,5168;0;23;0;0;2;6;11413844390;0,71650987;0,800930278;0,825646543;0,867771202;15133,56434;15144,5;29,740;993683,3197;964026,8191;988636,0216;964865,659;971703,9507
3215031;1441513,331;1;10;0;2;5;52;17039619889;14,9855421;15,62374698;14,80651712;13,81772704;15407,64317;15420,60796;35,262;1447370,43;1483053,666;1422231,83;1482658,114;1485548,985
3215032;1433014,608;0;8;0;0;2;12;15319597826;6,677423158;8,147363665;7,214195557;7,368932445;15343,25915;15333;33,510;1348191,639;1363081,52;1394364,228;1368784,764;1355589,92
3215040;1433354,206;0;53;1;1;10;44;8027610619;7,983731379;8,522886153;7,911498903;7,800300526;15377,59297;15356,42426;33,978;1396787,595;1402147,512;1414698,152;1405389,625;1398425,465
3215050;1495126,61;0;13;0;0;4;47;22944241974;13,08539168;13,93985773;13,79675001;12,30092264;15413,8234;15386,28219;34,576;1431322,851;1495248,723;1445972,351;1494737,86;1476624,573
3215051;1006975,147;0;33;0;1;8;14;14024848451;6,572149943;7,002351728;6,727204483;6,923384989;15364,27988;15362,5;34,100;999875,63;1037108,174;1045634,187;1046464,241;1031204,018
3215060;793258,3892;0;19;0;0;3;2;6438714996;1,92912925;2,093034078;2,004400533;2,238657766;15244,60247;15233,25233;31,515;808255,1871;804273,5684;814248,0408;807938,559;809659,7909
3215070;1330498,863;0;27;1;1;2;16;12382332442;2,09354372;2,267345811;2,077695556;2,26236583;15248,70061;15226,5;31,380;1282769,952;1240715,192;1290034,786;1244477,149;1251232,237
3215071;819437,4909;0;16;0;0;1;8;5120249529;1,51258194;1,677191005;1,585489168;1,678866837;15198,56994;15197,59545;30,802;835644,4622;823671,3473;831277,9091;825676,0256;830935,7057
3215072;1618180,356;0;21;0;0;0;37;40164538129;6,401211927;6,913617475;6,825961475;7,107515418;15385,23318;15392;34,690;1454894,228;1395132,908;1504943,88;1415614,579;1424687,803
3215081;724165,0938;0;23;0;0;9;20;4970823408;1,548284304;1,866636749;1,933331279;2,363516817;15170,33295;15190,22271;30,654;746995,6673;737462,8606;740953,0236;739321,4957;743036,9516
3215082;1460971,23;0;50;0;0;6;8;42176383665;1,290463922;1,439063886;1,39567276;1,471851551;15168,55353;15192,28193;30,696;1213094,884;1174711,505;1292601,571;1180717,993;1164725,783
3215090;878293,63;0;34;0;0;1;8;18376100052;1,793284955;1,91651845;1,863042763;1,931069307;15226,45001;15225,07045;31,351;902673,4759;878337,4155;911227,1363;885901,1854;894099,4461
3215100;1050527,182;0;27;1;0;6;13;11006771867;2,335665718;2,564953859;2,305617737;2,510080224;15232,2582;15218,5;31,220;1038404,068;1023821,016;1048498,275;1027284,782;1027967,472
3215111;1270964,103;0;19;13;0;2;8;19902099575;9,328371907;11,91215889;6,870247826;8,343809618;15312,30541;15299,08246;32,832;1218624,969;1276627,944;1246642,6;1275641,481;1271729,025
3215112;1618990,362;0;29;1;0;4;38;7994108423;13,31019336;15,49362497;14,09223392;14,27120349;15393,12281;15394,75;34,745;1564012,951;1603028,103;1587978,255;1602694,581;1587887,098
3215113;1679659,342;0;27;1;3;0;47;16357765005;8,505387315;9,246201028;8,703610544;8,493726178;15339,76492;15294,55088;32,741;1611158,511;1568720,512;1584033,585;1567242,801;1580397,246
3215120;1498677,433;0;32;0;0;8;9;26508189836;2,2912137;2,505954409;2,226037042;6,814522347;15257,37657;15250;31,850;1306995,929;1286838,086;1389268,794;1295450,836;1275061,431
3215130;608759,1422;0;25;0;0;2;8;10610348601;1,142483536;1,234216826;1,195804932;1,336087354;15177,25634;15185,24297;30,555;669099,0936;651363,4637;655682,8218;655423,5372;666557,4482
3215140;998654,8871;0;31;0;0;6;6;13967380080;1,523976255;1,763473684;1,672290798;2,2895785;15215,82201;15217,50719;31,200;980863,1614;968095,1755;1004126,552;973631,3407;970873,5954
3215150;1002355,95;0;41;0;0;5;72;10906654909;3,715604391;4,158638445;4,084118829;7,811341156;15268,33387;15265,4931;32,160;1069002,029;998845,8751;1015509,249;1003782,045;1032734,108
3215151;936546,4354;0;14;0;0;0;6;9462361608;1,788075432;2,011570832;1,955850315;2,009165148;15206,08385;15221,21914;31,274;947212,0661;926882,1869;948085,0361;931011,0183;937888,6345
3215160;930307,0986;0;35;1;0;15;10;5087997246;1,461624989;1,626732707;1,571336355;1,562472261;15177,67461;15207,25;30,995;922715,6431;923561,8563;935911,1041;925708,5578;920679,8732
3215161;1310345,686;0;15;0;0;0;2;13293889129;1,102117843;1,214734977;1,164801461;1,217533136;15159,41868;15185;30,550;1245367,157;1207977,362;1260973,361;1210340,951;1213174,022
3215170;706698,9908;0;14;0;0;6;4;5727070484;0,689956018;0,867016463;0,835527632;0,779212401;15149,5241;15165,16846;30,153;727569,5352;718647,4054;724420,9304;720453,0798;723783,2226
3215180;809413,734;0;23;0;0;0;6;3724054138;0,869297338;1,074407757;0,995626102;0,985499265;15167,57158;15195;30,750;821014,446;810756,8929;818471,3792;812506,8111;816776,5413
3215190;920980,9909;0;16;0;0;2;9;7375061396;1,23496592;1,312312107;1,333043208;1,399001097;15183,57179;15186,49782;30,580;931056,4316;911200,0585;926911,006;913442,4828;919617,6906
3215200;809414,0063;0;7;0;0;6;0;6620759482;1,004078235;0,977293748;0,972794589;1,052689608;15176,67834;15185,375;30,558;820294,6993;812572,2491;823762,0727;814997,1902;816246,9664
3216010;1607046,908;0;34;17;0;4;27;23748409746;6,281243077;7,347616645;7,005227149;7,479431913;15366,7661;15344,3;33,736;1482147,208;1446382,973;1514281,905;1455725,599;1475911,7
3216021;1115172,493;0;45;13;3;0;21;12728218036;6,304297375;7,659261964;7,249147531;7,740011528;15388,56618;15370,5;34,260;1135747,334;1117232,679;1136732,722;1126500,195;1147104,614
3216022;1776237,511;1;18;1;1;1;4;12510709325;13,59468868;15,31574502;14,53736783;14,2248088;15462,69587;15461,28777;36,076;1652745,325;1723686,799;1721962,962;1727102,102;1700885,213
3216023;2260888,379;0;14;29;11;0;80;98162001351;18,62749915;19,9588654;19,03766722;18,0600844;15487,03503;15488,76884;36,625;2120042,516;1949604,771;1794177,612;1942421,776;2107699,089
3216030;1277143,851;0;15;1;1;4;13;38630855188;3,582294981;4,298443542;3,970912739;4,14194308;15373,77803;15347;33,790;1182870,1;1142480,969;1260205,132;1165919,893;1166609,243
3216031;1231328,039;0;18;0;0;3;5;12396426335;2,41134111;3,144633685;2,994965436;4,129741982;15336,01434;15316,48534;33,180;1181541,286;1165502,687;1224255,253;1175615,95;1171398,431
3216041;1129175,774;0;22;0;0;0;21;25105048710;6,688096615;7,644468626;7,306476737;7,284614482;15342,50933;15330,83235;33,467;1122549,42;1134951,693;1147872,469;1144380,995;1143197,771
3216050;573051,2162;0;25;0;0;1;16;1063316855;4,507432711;4,919950911;4,580730508;5,054474972;15290,42545;15269,5;32,240;582171,0782;582945,1173;580631,4802;583635,7828;584831,2118
3216061;1697874,769;0;25;4;2;1;104;7939415620;19,63101711;21,90845348;20,62882926;20,47823069;15509,37826;15510,75541;37,065;1710727,557;1720037,372;1676225,64;1719360,107;1729193,06
3216062;1357784,791;0;10;0;0;0;11;10941353837;4,242180701;5,004366412;5,032710929;5,360585609;15299,25328;15262;32,090;1307445,477;1293316,227;1324754,883;1296265,152;1295185,452
3216070;1090323,867;1;26;0;0;0;41;9001875204;9,833102938;11,32149094;11,07570013;12,29045499;15390,55455;15355,41667;33,958;1127611,505;1126436,003;1106492,444;1128997,139;1141053,34
3216071;1666055,837;0;17;0;11;3;62;10598498957;20,50147495;21,80927752;19,3726984;19,1432556;15501,05702;15516;37,170;1669003,571;1708724,072;1643006,058;1707228,222;1706538,78
3216081;1831982,325;0;15;10;11;0;96;27593547010;20,07579396;22,14566899;20,6944242;21,08105031;15492,9061;15516,82127;37,186;1902238,665;1848660,233;1737427,149;1845682,439;1909110,353
3216082;1324824,176;0;10;0;1;0;38;18225208138;11,03632052;13,85495056;13,86049069;14,99155626;15401,3639;15392,5;34,700;1315182,498;1341054,613;1319121,451;1345704,176;1344021,99
3216090;1156433,447;0;18;0;3;0;53;7875422243;13,30646383;12,70678382;11,7360653;12,59441883;15356,96241;15332,40945;33,498;1191666,12;1206195,453;1161144,727;1203976,119;1210352,112
3216100;1160664,773;0;12;0;3;0;29;9880021461;12,29690374;13,7103495;12,64014664;12,36870016;15339,39438;15329,07291;33,431;1176773,19;1210727,333;1165352,373;1208929,984;1206897,01
3216110;1463786,999;0;12;0;0;0;7;76688405037;2,467827733;2,775507238;2,589497794;2,98760567;15270,14085;15281;32,470;1205522,706;1125633,472;1293670,524;1148365,295;1156729,834
3216111;1581345,276;0;8;0;0;0;2;17394083004;2,764138878;2,869486818;2,523485297;2,801426022;15277,34476;15281,21134;32,474;1439152,795;1407692,938;1495639,871;1415561,232;1408620,185
3216120;883612,8913;0;25;0;0;0;13;7763611145;3,885644563;4,488327772;4,355524336;4,901938975;15282,33644;15269,5;32,240;903172,306;898895,2394;905116,2652;902947,4721;907070,1993
3216121;992566,4231;0;13;0;0;1;4;19494686871;1,717716251;1,955604166;1,889717335;2,129949561;15212,66286;15216,45746;31,179;990530,5826;958259,9988;1000690,74;964938,8363;972786,1461
