Kodekec;pengeluaran_perkapita;PT_N;JumlahPondok;JumlahMontir;JumlahBAsing;JumlahPoskesdes;R1206EK2;var;ntl.18;ntl.19;ntl.20;ntl.21;lst_mean;lst_median;lst.celcius;ycap.1;ycap.2;ycap.3b;ycap.4b;ycap.6b
3206141;893424,5094;0;129;0;0;11;2;91323065817;0,638486562;0,680861921;0,705309381;0,725045792;15049,64392;15055,29011;27,956;735418,0469;842135,8161;836396,5953;826797,1784;766189,2006
3206150;830141,178;0;99;0;0;8;1;28405749283;0,850309401;0,949951523;0,982619165;1,003566641;15008,4349;15065;28,150;793444,5439;828939,8598;823053,6254;821027,3094;799010,4788
3206151;932884,9315;0;40;0;0;2;1;15217180484;0,476777991;0,517462533;0,544858651;0,592902352;14990,0506;15016,5;27,180;925751,8654;902319,2033;898740,5286;893314,45;899258,278
3206160;1074664,007;0;177;0;1;6;10;30695615232;1,800043221;2,08067122;1,983804636;2,001953432;15111,87692;15102,34074;28,897;937463,6982;997980,0559;1012135,958;991001,588;954323,7871
3206190;775120,5843;0;134;0;2;7;19;13400558362;3,599399321;4,383758258;4,230908373;3,771804664;15097,38069;15104,26054;28,935;791110,0882;819429,955;788585,8126;813959,7711;805740,3147
3206191;629149,0618;0;70;1;0;1;1;14902080259;2,58565874;2,905117427;2,890195714;2,763863624;15091,09866;15102,21285;28,894;678547,3469;698803,1853;667707,2225;694833,5441;695708,7942
3206192;518010,3098;0;78;1;0;3;0;2969728698;1,33557731;1,48533271;1,577389753;1,357995776;15035,03203;15046,3693;27,777;533287,5085;537670,4078;527928,2928;536215,7312;537053,2592
3206200;506840,5142;0;163;5;0;12;0;6748175440;0,497518058;0,530011762;0,63052513;0,630257286;14882,01945;14913,5;25,120;514978,8013;544122,7293;512687,4937;535972,114;527663,3261
3206210;687519,2276;0;104;0;0;9;0;6688125327;1,027310887;1,235479314;1,366093105;1,310318553;14952,43035;14964;26,130;688266,7761;705851,7341;684669,3019;699091,7203;691841,3935
3206212;621619,877;0;82;0;0;5;3;12013293707;1,674642978;1,95941095;2,085470205;1,953896269;15017,80565;15032,1572;27,493;654138,0924;671987,2162;640183,0596;665017,7974;662063,5809
3206221;639116,8955;0;101;0;0;6;0;7091023184;1,236752121;1,38835524;1,418647153;1,320955294;14950,07098;15006;26,970;649866,8757;666156,4853;645800,5779;660866,8327;655977,9979
3206230;884513,3264;0;103;0;0;11;6;2926634531;1,301371292;1,390248994;1,41316192;1,380207799;14925,40271;14958,48023;26,020;876184,7642;882608,9011;875440,2307;879000,356;874738,5745
3206231;733531,6921;0;68;0;0;4;0;79699811015;1,002856966;1,039555004;1,076250798;1,106949182;14879,48459;14922;25,290;783234,1765;797171,735;659283,5743;753015,4091;752864,9642
3206240;488047,3551;0;100;0;0;4;7;5795315078;3,025255988;3,405707084;3,008693257;3,561308706;15106,76808;15100,5;28,860;518797,9606;537635,7942;514750,5907;535821,5172;533921,3897
3206250;559018,4514;0;94;0;0;7;5;2224724620;2,253377105;2,458099386;2,434465974;2,718795058;15070,48267;15065,5;28,160;567359,879;574373,7986;566163,4285;573268,8186;571845,5675
3206260;846306,5146;0;127;0;1;12;6;22342140395;1,412104158;1,462864594;1,391135944;1,442382029;14940,89004;14935,18059;25,554;801036,3483;849915,9244;791687,6767;827532,9083;801895,3337
3206261;748135,8854;0;90;0;0;6;3;9418625098;0,992072026;0,981459967;0,992902436;1,035070105;14974,61863;14993,38594;26,718;752318,8031;762405,3403;742396,6411;754873,5026;750692,9169
3206270;1065216,856;0;127;0;2;6;3;12830393447;0,921565182;0,962864369;0,97191435;1,058509288;14982,25681;15013;27,110;1007294,807;1015530,345;1015412,838;1006275,063;994707,3424
3206271;1062912,386;0;77;0;0;1;0;76028575760;1,808259078;1,949013302;1,961469498;2,22555579;15116,05267;15113;29,110;929783,9439;950065,9128;968718,4639;941996,3946;927261,2377
3207100;1082019,296;0;174;4;3;15;13;7366058163;0,539557925;0,572018955;0,615772945;0,705709906;15090,69712;15073,5;28,320;1036682,72;1045622,875;1058176,616;1042826,575;1031211,696
3207110;922403,4305;0;68;0;3;7;5;5805158419;0,752087875;0,815158333;0,92523;1,019046327;15163,12424;15174;30,330;920360,5592;911461,316;925703,0634;913141,2036;913176,5235
3207111;673240,437;0;49;0;0;7;2;4612286949;0,637883867;0,666578263;0,752917145;0,848531954;15166,51002;15170,15819;30,253;685806,251;685767,3437;690103,0068;687496,1606;687079,5817
3207120;591770,253;0;116;0;0;11;6;1318178651;0,53240203;0,57056082;0,628281806;0,678730053;15099,10247;15118,5;29,220;594196,3726;597626,9506;596868,116;597738,8731;596186,3124
3207130;689964,8865;0;51;0;0;2;2;4175152480;0,481454137;0,513470801;0,557850307;0,594537271;15083,38118;15108;29,010;703870,2673;699365,9813;699473,0985;699261,2271;701870,3109
3207140;1015582,829;0;38;0;0;3;2;25411633117;0,845975337;0,939421715;0,963292723;1,013238871;15105,94661;15118;29,210;979138,135;949925,6228;982094,2819;948060,5382;950453,506
3207150;872143,3097;0;116;8;0;7;9;4123562592;1,452510023;1,499588395;1,595035695;1,682723087;15119,40935;15132;29,490;867961,8556;871163,4806;873867,9377;870944,9635;870384,9875
3207160;1051057,33;0;67;0;0;8;3;7722418547;0,665007211;0,715161878;0,784827403;0,819469194;15087,446;15101,11954;28,872;1019878,774;1018414,968;1032974,562;1016807,777;1010022,693
3207170;570020,5888;0;37;0;0;2;0;4964264750;0,435848315;0,446625455;0,519545551;0,580120611;15048,47301;15061,04487;28,071;597206,7384;592102,7479;584308,1132;590679,7171;595418,9854
3207180;1056447,141;0;115;2;1;7;4;8578254126;0,622493907;0,629587009;0,730574565;0,851446379;15006,64211;15015,00055;27,150;1017059,726;1019562,938;1022659,522;1013282,673;1006413,822
3207190;955051,597;0;144;8;1;14;3;11145940674;0,687558018;0,755467718;0,819493047;0,975674783;15021,97475;15033;27,510;905760,4569;929097,5087;929189,6589;922762,5416;909101,2775
3207200;1213331,276;0;66;0;0;2;2;8836949852;0,589796981;0,600577314;0,672587522;0,731130324;15041,48112;15057,14326;27,993;1164166,91;1150706,907;1168694,156;1146159,466;1143223,621
3207210;1258559,779;0;105;0;2;7;19;11822074046;3,260672864;3,959858777;3,313215538;3,29987846;15164,56411;15159,5;30,040;1197082,555;1198987,989;1215758,552;1196693,13;1186632,564
3207211;1107420,544;0;98;4;1;9;4;19926486258;1,26362564;1,407207346;1,369779749;1,454719008;15083,5478;15083;28,510;1022228,782;1031423,219;1049152,859;1024985,799;1011648,175
3207220;779080,2348;0;111;0;0;6;13;7521646903;1,341507632;1,553653235;1,50395601;1,428879519;15014,62732;15036,63539;27,583;783175,6957;789253,1206;777505,8564;784695,2084;781947,2225
3207221;846115,6353;0;75;0;0;5;9;15109587515;2,076847797;2,423127132;2,345963533;2,369408598;15092,06888;15087,63061;28,603;849469,2736;857622,1915;844819,3678;852375,3737;848377,7121
3207230;800783,2789;0;106;1;1;8;3;10249829032;1,050128599;1,16560318;1,151942429;1,285622262;14944,51772;14958;26,010;793886,2937;807338,1634;781801,4338;796856,5086;790486,1434
3207240;666044,0777;0;68;1;0;6;1;8121720669;0,836535985;1,003193718;0,940941188;0,910555218;14953,00695;14949;25,830;684494,2559;689342,2118;662542,1022;680816,638;681207,7218
3207250;921894,5842;0;169;0;0;16;3;5640739388;0,875948538;0,985537558;0,966892935;1,052873952;15016,52789;15040,56086;27,661;884223,286;911999,188;911041,2048;908644,9156;890810,5347
3207260;1149479,793;0;64;0;0;12;1;68364284517;0,755911907;0,891529869;0,875694028;1,072165069;15019,82172;15027,2584;27,395;924899,1331;956445,4182;957209,3775;935156,2209;896636,8043
3207270;941620,9166;0;91;0;0;14;3;8055493641;0,581386215;0,624085531;0,649224048;0,782754184;14984,0845;15000;26,850;909010,3384;922925,6584;918706,3811;916548,669;903418,561
3207280;1019539,462;0;103;2;2;12;14;7374058949;0,964768178;1,097215551;1,139291352;1,224551497;15021,5124;15042,35286;27,697;997646,3711;994585,9088;997092,8034;990117,6776;985796,5632
3207281;1149235,559;0;66;1;0;6;1;7406793651;0,87344825;0,962729786;0,91292723;1,127414352;14991,21806;15014;27,130;1109297,166;1106082,597;1111111,46;1100037,591;1094774,86
3207290;958182,9603;1;107;1;0;10;5;8060915162;0,700792051;0,779134893;0,792814302;0,940172404;14929,81442;14950,64942;25,863;941094,1648;938025,8951;926401,7791;929010,7514;928476,0967
3207291;860862,0629;0;46;0;2;5;1;9374641760;0,491142822;0,538666347;0,6012373;0,739125552;14920,2287;14934;25,530;867733,3969;852063,4495;832572,2711;841389,3728;846533,2029
3207300;773548,179;0;102;4;4;10;5;15981003862;0,937583816;0,986735064;1,020817972;1,161675581;14998,36344;15018,22303;27,214;791900,8881;788139,9632;766611,468;778810,9703;781421,7358
3208010;494952,2481;0;41;1;0;16;4;1503774224;0,713605976;0,818706107;0,898415899;1,002675422;14950,59445;14969,0463;26,231;502354,7954;504870,0622;498230,7792;503430,456;502842,2152
3208020;758922,3544;0;31;0;0;12;5;23881671159;1,323031783;1,50783917;1,548142298;1,68392089;15011,85513;15006,70581;26,984;782616,0099;790228,1775;748744,7404;775686,6082;768312,5924
3208030;786460,7164;0;45;0;1;5;1;10695835574;0,529075887;0,608474113;0,667364638;0,744396947;15067,29914;15057,5;28,000;802304,7875;790656,7538;787310,9531;786802,6462;790173,7131
3208031;649372,5307;0;5;0;0;5;0;24746747861;0,464309899;0,514474122;0,551735072;0,626274909;15022,86556;15013;27,110;735090,4705;702817,4642;668607,1352;691159,099;706783,7582
3208040;502818,567;0;19;0;0;4;1;1568436550;0,411828971;0,445161598;0,538101728;0,596471151;14999,94828;15019;27,230;514331,3346;512373,855;507619,3846;511484,5686;513519,2642
3208050;702725,8672;0;31;0;0;2;0;13248308813;0,406814886;0,42863555;0,504301926;0,565890267;15008,66488;15024;27,330;742879,8566;724455,29;708805,9556;717827,975;727576,4796
3208060;542685,6107;0;6;0;0;10;0;3823907716;0,62723173;0,705035004;0,797094338;0,860505243;15100,96379;15086,5;28,580;563879,0068;562876,6438;557053,0542;562367,9283;563697,28
3208061;670519,6165;0;13;0;0;4;0;4909362011;0,531706721;0,502125138;0,564677913;0,656033868;15064,4143;15094;28,730;691092,5203;683490,5417;681499,9604;682915,7994;686921,8064
3208070;1039149,322;0;26;0;0;10;10;66415284693;0,553661734;0,732590704;0,767738596;0,865012853;15243,47982;15230,02053;31,450;966615,3253;906196,5037;1045237,529;927137,5468;922531,2237
3208071;692442,813;0;8;0;0;8;2;4400957672;0,742797894;0,695578677;0,722498726;0,836792697;15186,7271;15209;31,030;707973,2779;703306,4381;710756,9731;706016,7157;707195,4483
3208080;846302,7774;0;36;0;0;12;11;16381636038;1,393112373;1,717316661;1,831615322;1,872764703;15247,76795;15218,5;31,220;852501,3116;848931,0739;880298,8437;856112,0736;848787,7328
3208081;573932,1396;0;13;0;0;5;2;870971309,6;0,713988977;0,844455995;0,939075623;0,998192131;15257,37166;15220,36272;31,257;579418,6509;578335,3409;579294,2625;579032,7859;579795,3808
3208090;1006949,85;0;58;0;0;8;6;30223100766;1,020240681;1,217874793;1,328382607;1,497204118;15292,6057;15257,66667;32,003;946942,5848;940724,8241;1031954,193;957017,5442;941598,4178
3208091;841466,307;0;25;0;0;6;1;6622171555;1,095328435;1,341710029;1,523180429;1,703711906;15274,74733;15247,5;31,800;846063,8428;841325,535;860813,1215;846239,325;845276,0142
3208100;828937,7915;0;100;8;1;16;14;9720820935;1,366197577;1,634166028;1,802854103;2,012715428;15253,21176;15217,60442;31,202;825702,4894;833369,1764;852558,1434;838164,7047;832941,4169
3208101;1152233,635;0;19;3;0;11;7;22679710214;1,561951685;1,716537063;1,878994616;2,065217684;15168,1342;15158,16012;30,013;1079922,206;1059931,755;1103663,413;1060477,982;1054150,258
3208110;798967,0012;0;22;0;0;12;9;39617443681;1,807916963;2,255940379;2,392130458;2,445067994;15239,35702;15230;31,450;834809,6161;835393,8655;886869,105;848823,7248;835843,7037
3208111;661658,0759;0;45;0;0;13;1;3918530971;0,690650398;0,803894198;0,905529458;0,930292651;15132,81063;15105,66667;28,963;668822,3596;673541,9777;671851,6275;673321,2386;670195,1637
3208120;823131,6553;0;37;0;1;17;4;8710196377;1,345196925;1,546063242;1,690577571;1,799194952;15139,36425;15141,25;29,675;818496,5686;827892,8159;833161,6136;828210,8899;817984,7508
3208121;712582,2766;0;26;0;0;13;9;24085748606;3,143600958;3,8497986;3,852650839;4,401212091;15210,74353;15216,66667;31,183;759323,4115;792994,4624;790675,5296;798853,8102;782472,9304
3208130;1536977,653;0;34;0;5;9;38;52056610748;4,583803925;5,279574502;4,963542259;5,47199125;15160,6614;15192,65655;30,703;1395594,394;1272902,632;1314349,738;1267712,259;1295071,633
3208140;1172783,36;0;34;0;1;5;8;1,75603E+11;1,421884765;1,674483651;1,592653908;1,85684329;14948,54272;15014,02583;27,131;1008918,768;925361,9112;860416,3011;890698,7129;912922,2916
3208150;866894,9029;0;29;0;1;11;19;11115656234;2,653613819;3,096673005;3,418152237;3,997089418;15172,633;15178,88086;30,428;886692,7178;877964,1854;880984,2436;879049,8329;879696,416
3208160;1382319,375;0;27;0;0;14;23;40329396667;1,217566412;1,434083375;1,578224027;1,739891906;14935,38755;14973,66667;26,323;1203297,794;1137061,258;1131114,719;1108923,971;1106260,955
3208161;692668,0202;0;15;0;0;8;1;10916836396;1,028702143;1,112033561;1,252007393;1,37045677;15152,23413;15128;29,410;723892,7943;719488,0552;719057,6686;719811,9997;720874,9262
3208170;906433,939;0;29;0;1;13;10;12961815704;2,016870589;2,268376969;2,166026581;2,24453667;15073,69712;15153,33333;29,917;904074,9453;903065,242;910968,0945;903151,8751;896654,2631
3208171;635557,2808;0;28;3;0;9;0;13106457865;1,6790206;1,935165755;2,003092143;2,201172075;15186,36057;15178,5;30,420;678138,6376;686567,2854;686340,6542;689974,6169;689393,3808
3208180;773527,7827;0;15;0;0;12;4;13534749020;0,873117982;0,910864497;1,001846148;1,140221875;15046,68238;15117,19895;29,194;790565,3352;785605,5328;790338,6481;785075,1716;781616,1189
3208181;885490,3647;0;22;0;0;12;1;6760424892;1,500044413;1,649280616;1,754861441;1,977908437;15243,53646;15222,28955;31,296;878720,2334;882627,3138;898393,0169;886115,3093;879480,906
3208190;990922,6213;0;19;0;0;9;0;54832234538;0,761483737;0,806685747;0,89645743;1,031819897;15069,48198;15088;28,610;922949,9322;900621,2421;926476,7123;893066,216;884056,585
3209010;703825,9137;0;17;2;0;16;5;3612334830;1,194621021;1,481054992;1,583358475;1,631798385;15355,4999;15325,5;33,360;711730,5739;713816,6997;726572,7684;718711,7376;715961,3678
3209011;1166767,709;0;6;0;0;7;1;21376082776;0,79491423;0,95190391;1,016838956;1,123289321;15352,28129;15304,5;32,940;1094575,623;1060660,612;1166106,266;1078368,788;1071727,906
3209020;750401,092;0;22;1;1;12;11;41186310051;3,397663007;4,359590724;4,060912194;4,651675712;15414,66291;15382;34,490;828285,0673;850359,2986;939075,4835;883573,6221;866768,7168
3209021;866219,3603;0;6;0;0;6;6;8260784102;3,176945973;4,792341741;4,684454157;4,996988006;15407,75142;15405,33333;34,957;878225,7851;879186,6802;911056,3375;891153,461;888656,1258
3209030;887574,3738;0;20;0;7;13;10;4296107403;1,179851772;1,447915248;1,416752961;1,528324712;15253,62753;15241,5;31,680;900681,147;884050,8392;897489,2922;887093,0271;891049,8577
3209031;728552,2554;0;24;0;1;18;4;5528832751;1,729374814;2,09025766;2,167595109;2,375769828;15366,15824;15353;33,910;735338,8009;743759,9077;763675,9105;751551,0856;743881,2783
3209040;882319,3527;0;12;0;4;17;10;4625058366;2,410049966;2,97904725;3,206400289;3,705615622;15409,82133;15406,83333;34,987;888403,1139;884956,5483;907766,9438;892598,9157;889814,6197
3209041;625318,7035;0;15;1;5;13;8;6954070908;2,323731765;2,84092757;2,89266064;3,115515128;15338,66924;15344;33,730;669257,0289;661216,0988;676389,5613;670095,0766;673942,489
3209050;800428,9318;0;9;0;2;12;5;12738748822;1,879150959;2,229383676;2,332946401;2,564891706;15436,44452;15409,5;35,040;825016,6239;817863,257;876546,4527;837242,5964;832880,5334
3209051;647079,748;0;11;0;0;12;5;5485325626;1,155386386;1,371144034;1,519221501;1,614826776;15340,74007;15339,41441;33,638;667759,3693;667348,1149;686138,7247;675139,7294;673460,9584
3209060;1449545,681;0;13;1;0;20;9;2,98222E+11;2,183540232;2,632321143;2,757103449;3,008993185;15373,17899;15368;34,210;917540,3929;975582,7861;1297118,844;1037087,028;956604,371
3209061;1002112,389;0;25;2;0;15;6;7567549856;1,504347384;1,947680469;2,114102164;2,354651743;15332,393;15314;33,130;981937,0944;983017,421;1018348,589;990936,3796;982274,8405
3209070;1161929,579;0;21;1;0;15;3;14166396633;1,058201587;1,214499763;1,346414781;1,459316963;15218,9142;15197,66667;30,803;1090596,126;1087817,483;1136602,605;1091944,546;1075428,19
3209080;823864,1059;0;12;0;1;17;8;8463380126;3,421071352;5,294202773;5,36553681;5,502951671;15390,92739;15376;34,370;829602,9119;845494,6599;869519,6338;856046,0099;844472,4586
3209081;1257919,705;0;21;0;1;6;5;71685162559;2,101567575;2,887238006;3,020976115;2,988900367;15353,25251;15355,15194;33,953;1082668,386;1040178,435;1249028,651;1080100,437;1067531,659
3209090;871267,5927;0;8;0;0;14;8;3815090144;3,856675199;5,327438285;5,540933928;5,898673317;15307,04042;15285;32,550;871917,9019;880150,1342;884103,2923;882739,2267;877762,932
3209100;496794,1829;0;16;2;0;8;10;2701247701;1,950599846;2,325472366;2,418948979;2,764313327;15293,85582;15250,48365;31,860;518505,1826;517710,5342;517313,4632;520000,3827;522457,7874
3209101;835550,6733;0;29;0;0;6;3;12201194878;1,505477916;1,845472879;2,025728782;2,21817522;15269,29332;15235;31,550;845783,2598;841085,7455;867093,3793;847867,7157;846031,5593
3209111;1523411,608;0;15;1;0;15;19;89438247771;4,305802991;5,221933468;5,480858179;6,193322069;15382,53899;15386,5;34,580;1166275,849;1192320,06;1394292,025;1231544,827;1180595,399
3209120;1052041,63;0;25;0;1;9;17;27139696404;4,402897556;4,957136107;5,273181596;6,014799601;15359,49393;15371;34,270;1034483,554;1040803,353;1108558,869;1061722,218;1049167,991
3209121;992942,9815;0;44;0;0;13;11;71025874349;1,737041442;1,991967098;2,113746415;2,501744915;15218,30533;15207,5;31,000;910741,8769;922610,2781;1005311,181;934818,5116;904935,3633
3209130;528099,848;0;21;0;1;18;17;3292624511;3,696588596;4,154774149;4,10571758;4,666086631;15365,54998;15364,5;34,140;549538,9964;557438,9925;558840,9321;561986,0208;559496,8534
3209140;694108,4135;0;33;3;1;19;21;3319345646;4,75836228;5,451914004;5,500075624;6,436421227;15423,15438;15413,33333;35,117;707135,2868;716644,1199;721129,2369;721673,3798;718187,543
3209141;1467684,56;0;30;0;1;14;9;2,16931E+11;3,807467652;4,657598636;4,734701413;5,452524434;15374,09807;15365;34,150;993617,0887;1074883,209;1309016,874;1122529,986;1049706,629
3209150;740655,449;0;31;0;2;10;20;9440775443;6,982441265;7,593678888;7,916209151;9,252814185;15512,27344;15511;37,070;782441,0258;810273,7575;823151,8829;825958,7328;818709,7466
3209151;886308,7135;0;18;0;0;12;8;82203273437;3,484236466;4,019294876;4,374840915;5,016072681;15393,28533;15325,42857;33,359;885201,3137;939808,9633;1048411,761;971179,8985;931149,0881
3209161;547892,8084;0;22;2;1;7;4;3493600235;4,563171032;5,144494906;5,250008455;6,0080882;15431,67959;15438;35,610;571358,3724;580781,4581;584482,2494;586921,4434;586345,3497
3209162;1045036,397;0;8;2;3;16;26;29292368147;10,30766213;11,29351881;11,4046268;12,37403622;15505,65394;15497,33333;36,797;1059687,163;1158673,843;1160272,315;1182050,955;1145912,307
3209171;672510,7083;0;24;1;4;16;15;3444710550;3,3353282;3,824618109;3,805114883;4,415503047;15353,76052;15333,5;33,520;691438,4813;692057,3531;696164,6315;696038,7202;696019,9341
3209180;812409,9449;0;13;0;0;11;8;19194505458;0,921794488;1,137416422;1,271321596;1,266023029;15206,34568;15193,01608;30,710;836364,6944;817695,1749;850156,9247;824263,1999;823109,1948
3209181;702830,2817;0;23;0;1;9;7;7259705300;1,563834715;1,8233223;1,970509256;2,102261294;15272,65243;15249;31,830;728961,635;724372,8312;736393,3909;729693,6224;730698,6141
3209190;645996,8235;0;19;0;0;10;4;2328449351;2,679031585;3,132381829;3,243560862;3,642946068;15321,29691;15275;32,350;655276,699;659069,0311;660360,2444;661100,7479;659937,9443
3209200;421121,7053;0;27;1;1;15;17;2862133771;2,890726041;3,285110468;3,812913689;4,369082335;15341,65497;15303,43357;32,919;446581,0731;450405,1343;448561,1179;453606,905;454027,5745
3209201;809168,0323;0;30;0;0;12;4;9636127299;1,357151374;1,665803453;1,750628983;1,938093412;15236,94984;15196;30,770;812486,7183;816806,9065;831157,0591;820374,7061;813541,6872
3209210;731253,522;0;66;0;1;10;9;2008342109;2,553585393;2,887727448;3,145985948;3,490089781;15379,00563;15348;33,810;735431,5327;738879,535;744331,6663;741635,2549;739834,0137
3209211;562566,1563;0;43;2;0;10;5;13192463185;3,106774928;3,307879002;3,252752851;3,340225014;15364,76153;15352,5;33,900;618037,0733;646555,9837;663921,6651;661271,901;653403,1834
3209220;981896,5224;0;41;0;0;7;10;29484319769;1,550768885;1,726896048;1,834968411;2,029303875;15299,53264;15245;31,750;957270,4051;937317,0778;1008179,393;950434,6791;945169,9924
3209230;761095,9423;0;36;0;3;26;9;4279194215;1,179903;1,291910824;1,404128583;1,551152837;15227,83909;15202,04038;30,891;762629,4824;767998,0995;774631,2337;770099,1845;762985,2244
3209231;952597,4972;0;20;0;0;8;0;19811809882;1,374944154;1,635919079;1,801677156;1,850280216;15247,79565;15202;30,890;929111,7066;924129,4843;964668,3986;930262,9503;921845,4455
3210010;792868,8497;0;68;0;0;13;2;8167829852;0,498109027;0,501291697;0,58673459;0,712875459;15030,09178;15028,20714;27,414;785178,328;795033,8367;788558,921;790482,6083;781866,2485
3210020;563091,2164;0;21;0;0;16;3;3252180299;0,489972559;0,534637863;0,611350337;0,733205689;15148,43589;15115,16578;29,153;576146,7521;578674,8464;576346,5767;578908,854;577197,9537
3210021;640094,4599;0;22;1;0;11;1;2908225701;0,566854895;0,594958282;0,705112271;0,853654358;15034,62571;15017,25148;27,195;650194,4787;649940,9009;643581,8183;648078,986;648389,6511
3210030;1169537,999;0;56;0;3;6;5;21117925995;1,343468148;1,455199808;1,506536563;1,844119171;15044,66053;15042,5;27,700;1104332,747;1072667,689;1081399,87;1061242,171;1062178,547
3210031;773498,8602;0;28;0;0;5;1;8357193943;0,765201017;0,84953419;0,92386763;1,089101982;15042,94112;15049,5;27,840;788824,4766;780770,358;774278,8012;777023,2215;779835,7552
3210040;1163356,749;0;51;0;2;12;7;16187340983;0,796545724;0,887420519;1,023214676;1,280187274;15045,87063;15056,91667;27,988;1095903,387;1077366,438;1097088,8;1070044,657;1061599,628
3210041;964443,7644;0;30;0;0;9;1;7480218167;0,585989124;0,654406557;0,758872606;0,930165665;14987,98177;14985,18553;26,554;949732,1333;943842,7496;938902,6547;937097,1095;934572,0048
3210050;1206667,407;0;39;0;0;11;0;3,07993E+11;0,469914489;0,516616439;0,591238321;0,69549538;14892,23306;14961,13056;26,073;857350,4782;859847,3306;757260,9504;812408,899;790388,0727
3210060;921299,9543;0;48;3;0;20;6;11849928556;0,65554277;0,731024098;0,802888174;0,917400444;15119,81193;15113,66667;29,123;889696,1404;900401,1598;915284,2521;899477,8856;884195,849
3210070;1127232,232;0;55;0;4;14;12;10925835805;1,418526786;1,44032898;1,498509082;1,711968961;15250,03023;15206;30,970;1094146,541;1077049,899;1112998,444;1080565,333;1074887,152
3210080;1248011,585;0;18;0;1;10;4;47599316621;1,529897405;1,576208755;1,669058952;1,831595666;15303,49679;15292;32,690;1087532,618;1056234,015;1207852,252;1080272,87;1061387,569
3210090;864807,9067;0;27;0;0;19;2;20375592636;1,256149205;1,348004571;1,473161692;1,683632507;15242,41941;15253,25;31,915;832307,0493;860106,1354;912538,4586;872299,0978;843152,5376
3210100;954396,2755;0;39;0;0;13;12;39213143154;1,007428274;1,133920266;1,289229762;1,459667311;15055,52227;15089,53184;28,641;916829,7775;900755,6953;915369,6707;893905,3713;882494,7966
3210110;707193,3353;0;35;0;0;8;2;40128421746;1,051886874;1,10502295;1,226816196;1,422893711;15095,62852;15133,1801;29,514;767843,7852;766931,1647;777098,0946;768020,9104;763067,7646
3210120;839384,9251;0;33;0;1;12;12;6305957362;1,805798386;2,106527514;2,259206895;2,540810737;15286,22479;15301;32,870;846939,6322;844026,4525;864311,2485;850369,7044;847772,0441
3210130;751179,0014;0;28;0;4;10;6;7086769961;1,784324507;1,927271911;2,035906328;2,322437039;15346,76523;15333;33,510;777009,9138;767579,107;790764,3493;776267,6062;778170,5786
3210140;856397,7965;0;42;4;5;16;14;12847928843;2,223270316;2,422589839;2,427648934;2,630603914;15408,65067;15401,33333;34,877;882989,1556;866063,4668;923029,9433;884293,5047;885330,391
3210150;848459,1283;0;28;0;1;12;3;14848351767;1,447537944;1,612825689;1,608765586;1,750814651;15339,03475;15322;33,290;849592,2457;851093,9438;905267,0972;866192,4021;855781,3971
3210151;887711,0999;0;21;0;0;19;3;11830997561;1,282859769;1,404657633;1,484278196;1,652919897;15400,51797;15393;34,710;865719,8372;880327,4058;943783,5758;897961,7865;877690,3966
3210160;1008587,065;0;26;0;0;8;2;35026338497;1,200141741;1,27396024;1,322523202;1,428501226;15319,24641;15285,70583;32,564;953797,799;939762,6551;1049230,459;961162,0472;947475,2189
3210170;1250703,352;0;19;0;0;7;8;11875252266;1,574911135;1,739932132;1,780095152;1,988108688;15349,46861;15324,5;33,340;1195071,553;1174120,534;1242875,652;1185474,67;1179392,164
3210180;923733,5698;0;34;0;0;10;3;3855540174;0,883837442;0,878060148;0,876675401;0,98000826;15437,84617;15434,66431;35,543;918131,6082;916630,3954;945172,4618;924501,2198;920614,5934
3210190;1469861,689;0;20;1;2;7;4;38948672560;0,750277057;0,741309604;0,801562677;0,910576126;15400,90211;15406,26271;34,975;1260036,63;1178396,475;1417173,893;1218863,219;1212923,948
3210200;1117319,232;0;35;0;3;19;3;3382089808;1,180354214;1,234603088;1,204051407;1,345840602;15367,42004;15380,10128;34,452;1099832,62;1099285,809;1124268,902;1104619,419;1098095,125
3210210;1063383,967;0;25;0;2;18;5;39715703697;3,007376283;3,636440618;3,192814478;3,891696323;15367,84479;15370;34,250;967425,2444;1009503,871;1132510,549;1039815,301;994439,9583
3211010;1803615,874;4;71;5;4;11;28;2,23006E+11;6,660413753;6,909791465;7,376299997;7,540852022;15265,40778;15228,5;31,420;1555332,25;1260564,609;1238434,355;1251998,016;1416646,127
3211020;705290,6408;0;56;0;0;17;14;5664299374;2,313095369;2,428783763;2,609706252;2,888682471;15070,84294;15052,14286;27,893;714442,5459;726686,3309;710940,6429;723185,8547;717070,5885
3211030;1301126,55;1;119;0;2;23;14;72099785330;1,562861502;1,700846125;1,793917572;2,028352974;15016,63385;15053,45948;27,919;1001494,933;1039163,302;1048247,07;1018746,694;971429,374
3211031;915077,8753;0;24;0;0;7;0;7599551191;0,815340458;0,840350367;0,89283646;0,99543872;14950,52385;14933,36421;25,517;909291,7532;902700,1034;886537,908;893304,4846;893415,8228
3211032;865034,4448;0;35;4;0;22;3;8332375658;1,241592125;1,309968389;1,367744898;1,538785093;15103,66347;15099,2698;28,835;847134,1504;862546,4493;864114,4453;860674,3327;847829,4151
3211040;1359016,992;0;28;0;0;12;4;21793336983;0,670404628;0,654111338;0,72536159;0,776926509;15000,14737;15029,5;27,440;1210234,656;1189062,885;1221370,423;1176556,317;1159875,623
